"a","h"
1.95581631292246e-05,67026.8191733276
1.17147933693305e-05,43391.6208482739
4.42322188998144e-06,35865.5166886477
1.21547661165886e-05,62889.3631949103
2.47515931252905e-06,15773.9828590412
1.11262757948695e-05,70272.6182467102
9.65760054545776e-06,20369.8909962955
1.29258606874092e-05,59203.8885730764
1.36742799276884e-05,45819.6994166929
1.95936532529653e-05,56412.1385611108
1.16139749359668e-06,40314.5509535798
5.43893807197987e-07,70244.1717072835
1.17342518626896e-05,7148.53836182991
1.55126468401454e-05,70980.0653841239
1.71728484267974e-05,50758.4131370042
3.84146643249549e-06,53857.8557619906
1.9694691641134e-06,68788.8066075148
6.0460267670724e-06,36201.9778391265
5.03898216890185e-06,23020.0828957385
1.53512825080034e-05,51752.110771106
1.79815939742465e-05,23496.2914786909
1.45434990879764e-05,56648.6913062956
2.03741176677988e-05,22058.0508703015
1.12205664172369e-05,16670.2612161474
1.7296170609758e-05,35927.9083499712
1.73573359550593e-06,32423.7413630159
1.90631878448959e-05,56742.2374624057
1.70131700630825e-05,23363.5716680167
3.5459958447217e-06,63449.7101418674
1.04906228603208e-05,24348.2381388869
1.06318114937987e-05,22611.4938656489
2.80427563318667e-06,36836.3101312054
1.38495691781577e-05,16744.5065723597
6.82104995206339e-06,10965.9919710965
1.27144358392225e-05,15300.7761210851
2.00512316853991e-05,13090.487252381
1.96286100863057e-05,26596.5631663583
1.30916593506287e-05,50180.7469307728
1.26536492588929e-05,35479.0673051299
1.53906007778825e-05,23766.9706331107
1.89644607711681e-05,14778.2335145588
2.07901342226299e-05,66039.442891201
1.962580097657e-05,64110.3392547887
7.66895306471274e-06,38543.6170356537
1.25302707117467e-05,40186.560658765
6.93988270113266e-06,44031.0817920481
4.07385358464988e-06,71875.704958549
1.59618782196363e-05,35750.4352670757
7.48885799685028e-06,9670.95450808605
2.00105499116839e-05,49933.4056740222
1.26017023389793e-05,12283.540715504
1.47768064330699e-05,1412.09106136491
6.79597395090182e-06,65679.8896649717
1.98846782162105e-05,7160.34766705032
1.55747679471122e-05,42188.6282730038
5.35498941877004e-06,55494.0538933042
1.01574227865565e-05,6454.6249948604
2.00797145835413e-05,52225.4679885194
1.95139187208089e-05,64877.127027274
1.2247123090081e-05,46302.0296571641
9.40013578720547e-07,54938.8925571912
1.22380405345776e-06,66205.4646038113
5.81679590133755e-06,27391.9652344362
1.2000894162172e-07,63457.4157226345
2.52390864958824e-06,35039.0790043858
1.7981155365273e-05,57985.3756589464
1.92751230530166e-05,19215.4648518055
1.445430648939e-05,37766.1266121204
5.12812277147791e-06,38359.3794970733
1.70627568873256e-05,20395.2335658065
6.6735254226351e-07,5156.4355785756
1.97549897073142e-05,61446.2902371272
7.05773947222852e-06,19254.804963408
3.21715087118776e-06,5205.55596069797
8.83603029052375e-06,66720.5045296662
1.00547089970186e-05,72220.004622595
5.56697547932257e-06,46746.2605709021
1.40367905412062e-05,30984.0887886189
7.83087065325176e-06,9613.16462633187
4.78600504328205e-06,35247.2807888104
1.70865084626418e-05,16710.9684654228
1.49809693517732e-05,46203.3544106922
9.69444078384105e-06,65251.0550487247
2.05890130459919e-05,31117.8685354906
9.20000432129873e-06,50010.346028063
1.62915432714577e-05,7771.00165631028
4.07420505098e-06,10270.2095476991
9.42030883060789e-06,38880.3918495018
8.23725705517799e-06,61.4756752021503
8.59927813366953e-06,38722.6048506041
3.97652412579004e-06,30203.9918597734
9.56338071207066e-06,37012.7795621807
1.91048722326378e-05,13224.2799567842
1.56269783906984e-05,4724.13065532843
1.48922987059635e-05,42606.1312242857
1.92374425102217e-05,12849.6640726276
6.58781608556826e-06,71812.0942432163
1.53607387977149e-05,69346.4540856202
1.81836967829455e-05,17605.3417617104
6.09798861240299e-06,13104.9889065595
8.95480350479922e-06,57378.637779882
3.03129334081547e-06,19371.9513565842
1.05719929943706e-05,62453.1897905188
1.18420510132082e-06,21513.7822965187
1.69893881461261e-05,4506.34367197104
1.9687560221931e-05,60772.5313824156
1.61024013493359e-05,54895.8414963082
1.86946079953521e-05,42485.8267702486
3.05172707593865e-06,55509.2688022262
6.28612525051237e-06,48526.8940447249
1.08271845198361e-05,16696.0519846475
8.50728469052404e-06,5155.40140559492
1.59581899630852e-05,15781.3879701754
2.25256554070224e-06,33381.98654988
9.83046696540618e-06,71715.8307341616
6.85990576469501e-06,13662.5093569898
2.61462752298369e-06,70973.3207190436
1.02326236386414e-05,43061.9401816765
1.10778783462338e-05,38566.7246840624
2.62802527617229e-06,44845.4878684403
1.06475751390792e-05,27171.3010717075
1.10439364756044e-05,23172.0210370216
1.46735815473887e-05,70480.4207771963
1.29447279310621e-05,26544.87138911
8.33505337872507e-06,57448.249063927
1.35465728083877e-05,41362.2389770234
1.1841537399229e-05,60622.2863248347
1.64020146949395e-05,24775.8658488106
6.78152975959967e-06,20183.8396901292
4.3609179037111e-06,8992.19630704518
1.77993562084181e-05,25653.0145871574
6.6849345517446e-06,6271.11115465886
1.81613930908697e-05,29359.2198589898
8.06431713699896e-06,34127.9023205457
2.98812645327086e-06,34163.7985801081
7.89909362013369e-08,23523.3767686979
1.57455997937037e-05,17489.4981234726
9.1490380125692e-06,29757.554858815
1.16464014031448e-05,53147.756582315
1.55333683644004e-05,61130.0242092946
3.33009197755158e-06,38136.1560869044
7.41809429307062e-06,70419.5465136697
9.06515675196068e-06,37102.0125474889
1.1978648822047e-05,34896.9795437449
3.82682632116868e-06,62571.9084316676
8.39430172820625e-07,35076.2843964217
1.83802693344628e-05,49517.8018446904
1.80278612650151e-05,5234.63865080713
5.6623100661402e-07,53801.7465125607
1.69845684438251e-05,19012.3074107628
1.37020772480782e-05,7322.80543424945
1.58309867201683e-05,25846.3162226953
2.09415102752965e-05,51308.6514378749
3.72969450997137e-06,12561.511180863
9.92811055987548e-08,4869.17471499655
4.84498209962823e-06,36222.2648961335
1.24079355646235e-05,19947.7821993439
1.65601428913989e-05,55976.916556719
9.3098566516378e-06,11018.610059999
1.14246992004386e-05,65104.7227607257
5.85881914659785e-06,59834.4898384496
5.82134912040446e-06,29951.7744376014
9.64021365678443e-06,55870.9508935125
2.64325765317411e-06,35517.7072038793
1.01193906645461e-05,47839.3571667265
9.46154073919262e-06,47430.650388444
8.06537096174604e-07,49401.0120198347
1.36175515785424e-05,16787.1797896004
1.74291373164294e-05,34489.0667517008
7.22463380633296e-06,43388.7458622348
1.79384028065185e-05,53919.4312506774
1.15558921628996e-05,68419.8017056653
5.57218457254988e-06,3859.70641534937
9.91049546103665e-06,10641.5252599433
3.17294791626491e-06,53007.5091544701
1.25941112846646e-05,61673.2427843617
1.33142964802765e-05,33870.2455527433
1.06447311526539e-05,3162.09733432186
7.13683769866832e-06,22138.1331051605
1.13671921234287e-06,3569.52887554855
2.92620474123672e-06,72019.9842032963
6.43611534986664e-06,53791.1990313264
5.16672585326557e-08,6850.11775678267
1.68193807803538e-05,15206.2146883944
3.02635863771037e-06,43164.081129151
1.17668643994115e-05,59996.6849119443
1.02635560426222e-05,68474.3076124215
1.47806123800432e-05,59284.7732806821
9.85345306462631e-06,61939.4160921861
1.20242532446666e-05,62762.3389110617
6.41369806560061e-06,54884.9777703214
1.30682119230154e-05,36090.4518258421
1.02639273767879e-05,39819.084138245
5.79824398595316e-06,15889.9835061174
4.11317968779612e-06,23025.3675439651
1.82710455551022e-05,63785.1431088495
1.27679379915118e-05,72018.3637020165
1.91902545995127e-05,48077.0413169934
1.42287951641944e-05,50489.7254775616
8.93678942468067e-06,44514.6617931786
5.59378218098953e-07,26848.6914717579
2.03971458438357e-05,42075.6479792729
2.01317141080649e-05,53954.4304205186
1.66838010017648e-05,27994.5065098666
5.06616721835528e-07,7714.31780447239
1.07841251875654e-06,54144.6060515886
2.66517060951456e-06,38428.0657179762
2.06870537566773e-06,47006.2564093404
1.06593066395265e-05,9434.36992584147
1.12899561335597e-05,6142.47146480973
1.60491347742134e-05,9281.74768426064
5.2607350129932e-06,48514.1764469175
1.09778002400558e-05,45082.8955913691
1.20487485042831e-06,57867.4954611916
1.48858774048237e-05,31077.8529619447
1.31066092882864e-05,37272.4109531745
4.06281026813615e-06,33123.253699581
3.10696585276434e-06,29377.9164464955
1.21503594915218e-05,7336.37819539054
1.08469935666258e-05,24978.6140646893
1.02723074413567e-05,2642.23992311652
1.4040931321087e-06,27828.3846800796
1.42940588935357e-05,33731.8507482068
1.09967718242018e-05,7820.57976998065
1.72413110543538e-05,31182.1090577143
1.0679051626289e-06,46611.8508146779
2.09915119044117e-05,38474.3590468028
1.49672766927626e-05,17297.6045734317
4.64447460254034e-06,48497.3169775491
6.00888871729435e-06,53133.5523945914
4.9062710642908e-06,3365.60395384288
1.03888199285878e-05,57854.5546159148
1.7654354368943e-05,3596.23363929922
7.70826481668527e-06,24966.5966122479
1.40326088771678e-05,47163.531737591
1.42756379056171e-05,29627.4887100942
1.21200744413055e-05,25844.7444471328
1.43283576293636e-05,57158.7848801004
3.08203250442898e-06,58274.2093272669
1.52072999601502e-05,34476.8948886759
1.14522222926722e-05,7972.77910337932
7.82453452662245e-06,53477.5602611025
1.84127733490227e-05,27227.2774220809
8.86776314545154e-06,18707.839552772
1.27752833924081e-05,28751.7874359923
1.94436633646577e-05,48303.6453943646
7.12449975806261e-06,59238.3068135899
7.21875781543769e-06,11400.1979228055
2.05980157522323e-05,24081.9749888033
1.43218806904314e-05,53003.873537713
9.66936699130745e-06,8233.22605962555
