"a","h"
2.4929466154616e-07,5603.62734766283
2.29702877623784e-07,133645.681100307
1.76483148031301e-07,127568.068802619
2.77538322747364e-07,15881.2272900217
1.36542774055236e-07,112753.390026292
5.72312846778315e-08,121691.193674284
2.00040326869119e-07,89897.4858434267
9.61818313307901e-08,78575.0078863766
6.97654891188001e-08,67230.8997329797
2.69416423078269e-07,130925.509114553
6.84619098803309e-08,97605.0611008221
2.52095074353371e-07,110782.853419512
2.06678970423343e-08,28074.6578199553
2.38107861425276e-07,121209.289432621
5.9152347955478e-08,31477.8590929025
2.42974512252029e-07,59819.2479605721
1.79687804253608e-07,33191.1094434245
1.29448011238462e-07,63944.3735683888
1.71702780189655e-08,51426.182855183
1.10058051848838e-07,137710.404470825
1.79859538951134e-07,612.559092139274
2.19564486018732e-07,65243.7417072729
1.09486987463574e-07,57649.2966297017
1.40991596782817e-07,54947.7852657962
6.82625786300672e-08,47585.4438427888
9.49257493145001e-08,10534.8760983579
1.20153704442725e-07,115181.451604347
2.72043578292644e-07,130327.338234744
1.91212093386173e-08,12557.4713087523
6.84208013472412e-08,119690.399446433
7.55628715263775e-08,22003.9384242829
1.71216036190635e-07,53225.5126294536
9.46274756604e-08,139595.541322578
1.80135780565212e-07,14498.9913473771
1.98742113982203e-07,118187.164402449
1.11994243325342e-07,62917.4384668889
6.87190298795091e-08,111925.286031
2.60783897308065e-08,107487.950697017
1.94046699839164e-07,69917.9807126942
1.48737275903838e-08,82363.683408992
2.63248452385027e-07,127664.264225939
2.27605613926151e-08,90176.4210864482
9.94119675973413e-08,67893.1208799632
1.49525477190088e-07,131823.509524931
2.52273880391801e-07,7809.18953520521
4.60361464574259e-08,87484.4695848059
2.83861145208794e-07,38675.3391054734
2.3968558605407e-07,108287.15319496
1.91971583597041e-07,66837.3395701949
2.01208201126123e-07,29825.6694640912
8.98805568873549e-08,40761.4542210711
1.78102294836781e-07,24487.2880981527
1.19849840099891e-07,21310.9191284108
1.92809366078043e-07,70957.6383036312
2.62590489510021e-07,49902.4894416437
3.7121316948295e-09,126789.287388535
2.23592666892532e-07,18393.4663278116
2.34349506898768e-08,44823.2060823012
2.50403579978729e-07,117282.435612779
2.1421806204741e-08,27958.448241714
7.70499122516605e-08,11449.2654577422
1.11798116930198e-07,123810.962786977
1.96697137450327e-08,103058.841499225
8.2683002118385e-08,121083.767940356
1.92289362334668e-07,80362.8661932135
2.72937891868645e-07,111076.014122965
6.00265189179694e-08,59054.4715720478
2.72073775911474e-07,20673.6711011281
5.21189168217488e-08,83914.03012686
1.03823816196864e-07,75774.2156012272
1.77919233689072e-07,9501.16250978809
2.69713121551969e-07,31919.9069586753
2.75359571096125e-07,60180.8569708865
1.83811239256614e-07,134937.609119577
1.79642420728177e-07,6377.57673885831
2.54412819791904e-07,29427.8560757217
9.87607035738108e-08,51716.967571107
7.34718915459751e-08,78443.4953993055
7.26252833283205e-09,111256.820792463
2.11473440712048e-07,13695.8761140704
1.41755788367256e-07,84786.7436864426
4.02205806209377e-08,23186.704124206
6.8890502749905e-08,77324.9497689621
1.67176609871722e-08,35918.8466542728
2.4635492062164e-07,7130.12328791157
1.72047971444535e-07,78301.1384806792
1.18355954981792e-07,126566.685913262
2.4854624921372e-08,87217.5438447632
5.46968887704084e-08,28288.440687031
2.34582814620889e-07,104859.76439258
1.21671777741573e-07,16265.1605943454
2.20690884809765e-07,83466.6604740204
1.63994710651338e-07,97838.6813354954
7.34628744097408e-09,30158.8376210084
1.83404948287753e-07,55852.2861437793
5.47977991288133e-08,139134.553634942
1.89036894376283e-07,17155.286934699
1.44477325065315e-08,58469.2378121782
2.20540254409901e-07,5415.9845409154
1.24266565003768e-07,38456.881589348
8.94128464688001e-08,39154.4373115708
1.20335242695124e-07,51242.6612820004
8.35836315458585e-08,11476.606399503
2.7595581332986e-07,73496.9783364467
1.14399445117457e-07,60758.4178788771
4.08943616437672e-08,74481.2619793688
1.13947678505003e-08,34088.9043069746
4.22834502354539e-08,88150.5680178672
2.21328287460002e-07,86296.7070441326
2.84122433019226e-07,120278.204837158
1.68498003530884e-07,37848.8524633289
8.13691464830531e-08,30233.2557711593
2.78373643343712e-07,71422.7757219907
1.23351577929794e-07,11697.640924544
1.63636131065993e-07,32019.0091578054
2.58944569484639e-07,7247.56834425137
2.56785093826556e-07,140311.572418719
5.81352948954026e-08,7893.10396189841
3.53164243799833e-08,85977.9548752581
2.3349986393664e-07,88510.1514343749
1.41948363259139e-07,88484.628112908
1.93296687154501e-07,53040.0649237801
8.01253953798101e-08,46781.1963311069
3.76975117662148e-08,86900.1450449963
2.48584922573744e-07,83267.4241769062
5.20615114745153e-08,64346.3477715325
2.8289619146305e-07,138599.672846653
8.25289169527198e-08,53714.8143269751
9.74637758557563e-08,27902.2529918018
1.93056828197581e-07,85049.0001554955
1.24199905061638e-09,51949.3237649366
2.40565185962941e-07,123126.301783281
8.17457707175488e-08,28784.8236826314
1.84780932200611e-07,89874.7526201039
1.36609835005934e-07,99500.3174937947
2.5130725138088e-07,12004.5146642541
2.387106340735e-07,18852.4417356181
1.17734084417673e-07,18389.1136081181
4.76891231892273e-09,72124.2658229886
2.6714514757035e-07,15771.7551419538
1.43944642756556e-07,139410.875108041
4.90250863800515e-08,20819.6367307658
1.31910151761831e-07,126031.728290861
2.43717122880876e-07,3400.55333266796
1.73848217870003e-07,68107.9487959054
2.8254477131999e-07,20892.544236349
1.86655903660564e-07,32416.4244713603
2.53907018647309e-07,20157.6092595261
2.6422648008123e-07,107090.082773808
6.90316999420401e-08,69534.3156227134
1.05751946396956e-08,27826.6161208002
1.89791345201515e-07,112940.788229691
1.64390605054658e-07,135763.163389769
5.93396363627897e-08,76798.6489866506
1.26407928865522e-07,9573.40933382511
2.79426934925478e-07,15253.4271695349
2.1505970271285e-07,103056.039759548
6.02014280100312e-10,118140.184523826
1.69624603763449e-07,14096.9839248754
1.54177400916257e-07,31014.725034663
7.79403626891939e-09,106836.688986809
2.76575072451205e-08,26373.1619736678
2.48328702467249e-07,32160.9095644048
1.24399913005492e-07,112503.416783793
1.28007778054178e-07,69292.2549820702
5.40064875156736e-08,137203.487823389
9.54297627240696e-08,52904.1763355719
1.78821543737428e-07,121796.891670412
2.03958672835066e-07,101213.008394911
5.09179458347232e-08,124202.395894263
1.93757794320951e-07,120477.949492109
2.23796280298396e-07,129893.833220425
2.74278425486003e-07,91891.1988715785
1.55922147019503e-07,109444.282896502
2.03351189373836e-07,116071.154291309
9.52770782096999e-08,125369.341998086
2.72414186996942e-07,123229.432542821
1.18284000990154e-07,53186.7703645897
6.69736072165659e-08,96000.8314692638
1.73598899663229e-07,4947.43444838784
1.38741642746482e-07,22337.1882030976
2.07973332489919e-07,51951.3354216978
2.87274151156526e-07,64378.9206474075
1.74096722946549e-07,109182.304971602
4.80610686110669e-08,67921.534351165
2.05089438000192e-07,77786.564984372
2.02257148760819e-07,22456.3505002101
1.08563611410861e-07,78386.2987480743
1.30957618905013e-07,11820.2151743774
1.47486320638155e-07,57596.101714167
2.29491200799226e-07,47103.0801377246
1.77236796169934e-08,34793.4560325574
4.47337352986721e-08,124386.631437695
2.47079577045839e-07,53561.8352480757
4.44194513607573e-08,99707.2054912717
5.35269418547625e-08,41652.7308431834
2.45930131241345e-07,97028.7203237834
1.6008668265593e-08,139315.001515698
1.74324961960538e-07,104588.54958415
6.58430793092634e-08,79314.1972037478
1.13629132294551e-07,64963.2554514412
2.40939443644368e-07,8600.79785179294
1.89024597003352e-07,105978.025608814
1.8464811494946e-07,73117.8593795589
7.86038744784189e-08,32069.7308872157
1.44201482049737e-08,123517.318746783
2.65945567929078e-07,90403.2650639788
5.2776845621069e-08,13371.1748926992
2.44448014887888e-07,97761.4426552515
1.87378959598647e-07,80994.362647737
2.78615244913825e-07,51246.1425264327
1.72155163377887e-08,5832.31822967949
2.75706062114168e-08,4307.94317983616
6.69847118065831e-08,131916.91780148
3.38860642408725e-08,39466.7531232494
3.76950435216582e-08,54941.4820811698
6.28698204953057e-08,974.289436732799
1.50335210360265e-07,139388.851887009
2.30148484235842e-07,134751.078292308
2.58426343300445e-07,89284.9994862688
2.87635485918434e-08,75802.7136784939
6.70827603429069e-08,7136.26795094198
3.96283180792447e-09,90104.5401672452
9.86348226997448e-08,10779.3778863171
3.98288435852422e-08,124168.698905482
4.16819340361125e-08,124566.475729602
1.32709993811323e-07,28639.745793607
1.9858187979534e-07,48434.613436513
3.48668845366423e-08,29025.2603459316
1.07022948609829e-07,23248.8093045081
1.60418982656909e-07,94927.7516952913
1.87014527363546e-07,75583.2493501965
2.56727286600452e-07,47002.9912613542
8.4090846262392e-08,58094.3234815774
2.77945685727944e-07,125736.469422585
2.2876461879749e-07,117534.836459065
1.34338986414816e-07,34716.4375576335
1.22752413890058e-07,46089.1117682864
1.71516963932328e-07,131934.192621897
7.93464485545647e-08,67804.8177596024
1.9266523516346e-07,11293.3290689449
7.51074756190167e-08,30527.9455816662
2.09721431466639e-07,124584.882566049
5.33393638375903e-08,82371.5381311174
1.78297226105889e-07,113842.568858723
2.5883386581415e-07,58652.4534918053
2.65515442657815e-07,50261.2212554775
1.97109984206339e-07,32461.9863785698
8.86604982941698e-08,69346.8443236091
1.42506182043532e-07,8538.55428482655
1.78757773534002e-07,85583.8837967792
2.04220850563176e-07,96667.7784224526
3.54026992645824e-08,111350.336367868
6.03129210447978e-08,113468.385616344
2.62061043722e-07,56679.4108402666
2.57181442460783e-07,88648.2135786242
2.35154151276912e-07,134637.245849352
1.66689782256726e-07,123824.006090806
2.12346107390312e-07,131435.362904162
1.49128999014695e-07,107281.709903143
2.47722630301783e-07,31192.2465293655
2.10930147676412e-07,21082.0003347078
1.48806245026025e-07,89026.5701299297
2.27095886512692e-07,114357.501012601
1.50278937075616e-07,106348.339664999
2.06692278953773e-07,89489.6820856547
2.65717747999169e-07,120011.071353154
2.2314543562673e-07,51942.7027500851
1.56306448593159e-07,110096.825142457
1.06828887308391e-07,9007.40912315291
2.58739585754171e-07,121538.442375899
7.1024367282813e-08,12415.6573446284
2.82795543668185e-07,86192.3834046637
1.19151844854187e-07,116686.416350462
2.61817679187007e-07,37423.5875550395
1.3290855397366e-07,29579.0304547884
3.57132412369029e-08,93477.5518319032
7.3352269351209e-08,42517.748497374
2.87077597242064e-07,64918.9157739387
2.86367443068457e-07,100452.671660451
5.48047602090975e-08,104561.040840361
9.35578038493523e-08,104053.572318713
1.27991303497506e-07,6249.00601778022
1.95105196030129e-07,75661.5006141889
1.27706536267212e-07,26258.6772769794
1.36910240030615e-07,53490.2050317278
4.18918502389135e-08,38651.1819751959
2.46395340879423e-07,2812.82890797921
9.30080936724329e-08,18764.3366196836
2.80136735622417e-07,48956.347393318
2.58566760902467e-07,139366.312142671
3.87926710525501e-08,74905.8644680805
8.38538472530555e-08,1603.08554768562
5.57747333904684e-08,17404.0891046465
2.65498289666947e-07,134530.03078122
2.84429543054446e-07,69323.8140280608
2.76933176048082e-07,87381.3332832405
2.00455978542824e-07,94281.8059021948
2.87396836949637e-07,35637.1932282624
8.53180501052387e-08,37664.1134810175
2.7735352561415e-07,98793.2476228182
4.49542270145764e-08,43459.4024563025
1.6380150157679e-07,13283.4358455639
2.84744134142162e-07,94361.2417494747
2.79876106162279e-07,47810.3902505737
1.27805693434902e-07,91581.5254253611
6.25753929753026e-08,107289.800243321
5.50640146583882e-08,94122.2249923772
2.29148230957752e-07,130572.169330496
1.86485717297957e-07,128527.34479476
2.13508829791831e-07,91213.3936481681
1.35359703514948e-07,6575.93542841119
1.49148257534857e-07,111488.984228755
9.5268931777545e-08,129335.93807401
1.42309327272225e-07,89430.9292403115
7.80078077110369e-08,23207.9418861425
1.09332534695564e-07,90919.6133528587
6.12594124631846e-08,86801.7935771233
2.4043277407187e-08,6124.75935527137
2.71056633946661e-07,132458.554613601
2.84155500359805e-07,124617.725459885
1.02392468264527e-07,17985.9498043505
1.83691032352527e-07,97892.7973421737
8.00312684930532e-08,100948.315730292
2.60502045858601e-07,17411.667414167
2.15350688052963e-07,59199.8376463815
1.55493370650015e-07,65208.4973785029
2.54799937396346e-07,114563.751873941
1.45333973560096e-07,12745.7415776878
2.28666320015753e-07,93786.6797985535
2.25592956475629e-07,69335.8464533804
2.83123128638539e-08,65966.5396817448
4.42215009456728e-08,31430.9652960321
1.02254908668644e-08,46831.7225811557
1.1411484578858e-07,45883.9745260775
1.25848621730131e-07,36972.519436615
2.78981619663886e-07,58726.8035635877
1.23856770264386e-07,134641.611981402
1.71680312328968e-08,36263.4380400496
3.64532503310329e-08,35414.0946103758
2.7047527515597e-07,56239.6949209588
2.63673534119982e-07,103293.22187676
1.69433192666716e-07,39412.982558543
2.38180825235485e-07,34891.1326850804
5.39225607069535e-08,117659.932559907
1.18769218478761e-07,34592.7902536703
3.56328352030744e-08,129624.005230012
1.19033144510503e-07,12583.0587734219
1.92803990019271e-07,83960.0793059758
2.05995563454277e-07,117498.615979624
2.28940642813875e-07,90703.3420508911
2.0239137389347e-07,69806.0941764376
1.79008502500969e-07,103999.842286215
2.86278059062002e-07,77499.2140941322
1.09391140658433e-09,24974.8888858397
2.72547471801322e-07,114786.102515186
2.25915699351207e-07,83963.73871504
4.29283631267909e-08,52659.8882599091
2.53122851011851e-07,33726.0764774302
2.6180700994903e-07,67198.5209591582
2.5806657561843e-07,88805.249879058
1.92907670282434e-07,29745.3114107041
1.85164639022996e-07,12905.761914354
3.2018129644459e-08,5186.36191001451
4.00160297654949e-09,36236.503699296
4.80681204705861e-08,121558.033270945
2.79884912082815e-07,13799.7716074993
2.51589088236043e-07,100917.07907276
2.28776013064314e-07,40321.1781309104
2.68303287963618e-08,50341.16090236
1.36096413225728e-07,74968.7238229098
3.84456394428228e-08,101395.989768207
6.47313169962319e-08,97268.4503952697
7.87869324127038e-08,59940.124055187
2.01320286234308e-07,86470.893715364
7.12810171848018e-08,43555.4818250239
8.73727391449674e-08,84648.4783564655
1.13768372779102e-07,38910.7449544253
2.28209524796023e-08,54392.8734997523
1.1039230674985e-07,21701.9142517426
6.12516396585453e-08,71363.5282263055
1.43108955294273e-07,3737.02319207746
3.9037524741898e-08,6174.37510633133
9.85046348329871e-08,113328.843029924
1.39436611950737e-07,45996.4083455188
2.7143098595548e-07,59501.8366338606
2.18618341449325e-07,135101.103322239
1.42234478922585e-07,84602.347391487
1.95750826385377e-07,44352.525392626
6.27408673868165e-08,104804.348502256
1.89134428563887e-07,58596.2966097598
2.01830938243649e-07,132192.039475317
1.94252607295211e-09,88324.3432347204
1.20455967897765e-08,4496.43886818642
2.14256727039142e-07,116391.807440406
1.08568958214083e-07,17559.2813207965
2.47484124129526e-08,68302.6023956776
2.49207300524164e-07,43558.6408777556
2.35170096555832e-07,100306.11260781
1.20431643548163e-07,73872.4221764001
2.84725744049904e-07,63002.2583424415
2.16090925099376e-07,54826.4467891988
1.64492234015061e-07,123948.381203686
1.57640081850562e-07,45121.6769640819
9.08867308326816e-10,25199.9590217962
1.88707709187598e-08,101266.87956869
1.12495074172923e-07,16653.5080069492
1.88097467871951e-07,13689.7885765303
2.09902089039954e-07,33396.6093767487
6.24862179753168e-08,15602.9614514973
1.61578481391388e-07,41932.658698987
1.5389569835545e-07,125497.929509204
1.09421426445591e-07,127530.794321809
5.2119631674752e-08,56151.5039200304
6.62126338765137e-08,118113.865446247
1.4205298391752e-08,12046.244769344
1.24715529376383e-07,45119.872788938
4.08687092796477e-08,41667.7458946344
2.5650650119096e-07,130852.4830621
4.7010508774646e-08,3400.66653427104
